STATISTIC	pval	fdr
SRR8615942	0.212138400453772	0.0931797393180116	1
SRR8615943	0.238513896766875	0.041461059751334	1
SRR8615944	-0.45873511060692	4.97727682402527e-07	0.000293659332617491
SRR8615945	-0.501418037436188	2.259905618196e-08	1.49153770800936e-05
SRR8615946	0.142087351106069	0.497244664005927	1
SRR8615947	0.291406693136699	0.00464023214481635	1
SRR8615948	0.36769710720363	0.000124728779078653	0.0542570188992142
SRR8615949	0.342881452070335	0.000448240169661718	0.177054867016379
SRR8615950	-0.223199092456041	0.0671220925252588	1
SRR8615951	-0.549489506522972	4.6117132335155e-10	3.40805607956796e-07
SRR8615952	0.138116846284742	0.534164292061412	1
SRR8615953	0.631452070334657	1.96731519963578e-13	1.71746616928203e-10
SRR8615954	-0.560124787294385	1.8410017954551e-10	1.39547936095497e-07
SRR8615955	-0.501418037436188	2.259905618196e-08	1.49153770800936e-05
SRR8615956	0.536159954622802	1.40283606953062e-09	1.00723629792299e-06
SRR8615958	-0.81437889960295	6.66133814775094e-16	6.60804744256893e-13
SRR8615959	-0.226602382302893	0.0502015457735525	1
SRR8615960	0.42597844583097	4.26899238825662e-06	0.00226256596577601
SRR8615961	0.0862166761202496	0.961844926507045	1
SRR8615962	0.650879183210437	5.82200954113432e-13	5.01275021491665e-10
SRR8615963	-0.302467385138968	0.00290616578735026	1
SRR8615964	0.279211571185479	0.00986643158082423	1
SRR8615965	0.366137266023823	0.000136238562919888	0.0589912977443116
SRR8615966	0.316222348269994	0.00219813516924283	0.77594171474272
SRR8615967	0.251134429948951	0.0272134355571161	1
SRR8615968	0.264038570618264	0.0136286123883147	1
SRR8615969	-0.40045377197958	2.00344416000364e-05	0.00993708303361807
SRR8615970	0.176262053318208	0.210231035213184	1
SRR8615971	-0.344015882019285	0.000423927803873569	0.167875410333933
SRR8615972	0.22093023255814	0.0718918037958062	1
SRR8615973	0.083380601247873	0.952413030580592	1
SRR8615974	0.294100964265457	0.00414978899792529	1
SRR8615975	0.549489506522972	4.6117132335155e-10	3.40805607956796e-07
SRR8615976	0.525808281338627	3.30795368874703e-09	2.33872325794415e-06
SRR8615978	-0.505672149744753	1.60546171912301e-08	1.08529212212716e-05
SRR8615981	0.409529211571185	2.17890566297507e-05	0.0107202158618374
SRR8615982	-0.188173567782189	0.154575042826702	1
SRR8615984	0.501843448667045	7.05810139223217e-08	4.48895248545966e-05
SRR8615985	-0.0947249007373794	0.885578311849977	1
SRR8615986	0.436613726602382	4.57188998725933e-06	0.00239567035332389
SRR8615987	-0.198383437322745	0.11714051284405	1
SRR8615988	0.367271695972774	0.000203974307482535	0.0844453632977695
SRR8615989	-0.352807714123653	0.000272070842238126	0.110460761948679
SRR8615990	0.137266023823029	0.491551178885516	1
SRR8615991	-0.247872943845718	0.0245472911321145	1
SRR8615992	0.667612024957459	1.29452004671293e-13	1.13788312106067e-10
SRR8615993	0.477453204764606	1.3261007458798e-07	8.23508563191355e-05
SRR8615994	0.572745320476461	3.92786581038251e-10	2.91054856549344e-07
SRR8615995	-0.207175269427113	0.0910580214015781	1
SRR8615996	-0.600538854225752	4.46620518346208e-12	3.65782204525544e-09
SRR8615997	-0.212138400453772	0.0786081797606826	1
SRR8615999	0.501843448667045	7.05810139223217e-08	4.48895248545966e-05
SRR8616000	0.394356211003971	2.85459879642014e-05	0.0136449822468883
SRR8616001	-0.65045377197958	6.0462745921086e-13	5.1997961492134e-10
SRR8616004	0.512904140669314	3.28523693804428e-08	2.14197448360487e-05
SRR8616005	-0.367980714690868	0.000196856414399038	0.0818922683899999
SRR8616006	0.273397617697107	0.00953295788960595	1
SRR8616007	-0.288287010777085	0.00525922995801931	1
SRR8616008	0.710294951786727	2.33146835171283e-15	2.18225437720321e-12
SRR8616010	-0.538003403289847	1.21139731579234e-09	8.70994670054692e-07
SRR8616011	0.121525808281339	0.64360757167362	1
SRR8616012	0.462138400453772	9.57795974310116e-07	0.000547859297305386
SRR8616013	0.270845150311968	0.0135000982427168	1
SRR8616014	0.253403289846852	0.025171569469961	1
SRR8616015	0.449659671015315	2.07950130493018e-06	0.00113332821118695
SRR8616017	0.472490073737947	4.95431068059382e-07	0.000293295192291154
SRR8616018	-0.168321043675553	0.254509191664245	1
SRR8616019	0.613159387407828	1.2516654379624e-12	1.06141229139212e-09
SRR8616020	0.521695972773681	1.76769833215573e-08	1.1861255808765e-05
SRR8616021	0.273539421440726	0.0122161849809034	1
SRR8616022	-0.685904707884288	1.11022302462516e-15	1.04805053524615e-12
SRR8616023	0.205331820760068	0.0959371384072147	1
SRR8616024	-0.766732841747022	6.66133814775094e-16	6.60804744256893e-13
SRR8616025	-0.624929098128191	3.94018151439468e-13	3.42007755449458e-10
SRR8616026	0.57161089052751	6.47586428925706e-11	5.01879482417422e-08
SRR8616027	-0.757941009642655	6.66133814775094e-16	6.60804744256893e-13
SRR8616028	-0.124078275666478	0.67063997291463	1
SRR8616029	0.275808281338627	0.00871478830971617	1
SRR8616030	0.468661372660238	2.50244080790551e-07	0.000152148401120655
SRR8616032	-0.757941009642655	0	0
SRR8616033	-0.733550765740215	6.66133814775094e-16	6.60804744256893e-13
SRR8616034	-0.348553601815088	0.000508228248050302	0.198717244987668
SRR8616035	-0.224333522404991	0.0648401539611733	1
SRR8616036	-0.130175836642087	0.558858382591922	1
SRR8616037	-0.197674418604651	0.11944988289301	1
SRR8616038	-0.374503686897334	8.7055892132315e-05	0.0389139837831448
SRR8616039	-0.655416903006239	1.57651669496772e-14	1.42990064233572e-11
SRR8616040	-0.25368689733409	0.0200068654521138	1
SRR8616042	-0.346284741917187	0.000378359813314577	0.151343925325831
SRR8616043	0.664208735110607	1.76303416310475e-13	1.54441792687976e-10
SRR8616044	-0.740073737946682	1.11022302462516e-16	1.11577413974828e-13
SRR8616045	-0.318065796937039	0.0020298061755093	0.724640804656819
SRR8616046	-0.437748156551333	4.27311537043451e-06	0.00226256596577601
SRR8616047	0.607061826432218	2.48954190595896e-11	1.96673810570758e-08
SRR8616049	0.603942144072604	3.22041282529995e-11	2.52802406786046e-08
SRR8616050	0.550623936471923	2.13550965799669e-09	1.51621185717765e-06
SRR8616051	0.279211571185479	0.00761453409278012	1
SRR8616052	0.536868973340896	5.9174262156958e-09	4.09485894126149e-06
SRR8616053	0.385989790130459	4.57850875580368e-05	0.0212442806269291
SRR8616054	0.410663641520136	1.07962158498731e-05	0.00549527386758542
SRR8616055	0.469795802609189	5.88989433669695e-07	0.000345147808130442
SRR8616056	0.470221213840045	2.2073650407517e-07	0.000134649267485853
SRR8616057	0.36046511627907	0.000182377026805458	0.0764159742314869
SRR8616058	-0.754537719795803	6.66133814775094e-16	6.60804744256893e-13
SRR8616059	0.104792966534317	0.803468403019022	1
SRR8616060	0.202921157118548	0.120913541146274	1
SRR8616061	0.284174702212138	0.00815491816515179	1
SRR8616062	-0.430516165626773	3.19763717770982e-06	0.00171073589007475
SRR8616063	0.122802041973908	0.683176397729662	1
SRR8616064	0.254395916052184	0.0243217606475132	1
SRR8616065	0.206040839478162	0.110852157895586	1
SRR8616066	-0.102665910380034	0.865293980551853	1
SRR8616067	0.43930799773114	1.82330336662151e-06	0.00100099354827521
SRR8616068	-0.24872376630743	0.0238636740862825	1
SRR8616069	0.211003970504821	0.0962767190646631	1
SRR8616070	0.0945830969937607	0.920735192822902	1
SRR8616071	0.640952921157119	1.39488420813905e-12	1.18007204008563e-09
SRR8616072	0.525808281338627	1.31807813552598e-08	8.96293132157666e-06
SRR8616074	0.11656267725468	0.692828861787212	1
SRR8616075	0.499574588769144	2.55966752238379e-08	1.68426122972853e-05
SRR8616077	0.654282473057289	4.30211422042248e-13	3.72563091488587e-10
SRR8616079	-0.460294951786727	4.44736100835286e-07	0.00026417324389616
SRR8616080	0.191293250141804	0.165183479138362	1
SRR8616081	0.258366420873511	0.021171453650627	1
SRR8616082	0.753403289846852	0	0
SRR8616083	0.62379466817924	6.11888317791909e-12	4.98688979000406e-09
SRR8616085	0.620391378332388	8.16535727921064e-12	6.5976086816022e-09
SRR8616086	0.674134997163925	7.1276318180935e-14	6.35071994992131e-11
SRR8616087	0.675269427112876	6.42819131257966e-14	5.73394665082105e-11
SRR8616088	0.748440158820193	0	0
SRR8616089	0.587634713556438	1.45297107678743e-11	1.15947091927637e-08
SRR8616090	0.509075439591605	4.28895085002878e-08	2.77066224911859e-05
SRR8616091	0.289988655700511	0.00487894690750978	1
SRR8616092	-0.369115144639818	0.000185954311990311	0.0777289024119499
SRR8616093	0.262904140669314	0.0180201112466249	1
SRR8616094	0.726318774815655	4.44089209850063e-16	4.41868763800812e-13
SRR8616095	-0.19412932501418	0.131783879060825	1
SRR8616098	-0.171298922291548	0.237399726376367	1
SRR8616099	-0.184628474191719	0.169930183887119	1
SRR8616100	0.0999716392512763	0.844837794992742	1
SRR8616101	0.671440726035167	3.10862446895044e-15	2.89102075612391e-12
SRR8616102	0.449659671015315	9.03479499436699e-07	0.000517693753177229
SRR8616103	-0.231565513329552	0.042749631191096	1
SRR8616104	-0.191860465116279	0.140228702880927	1
SRR8616105	-0.570051049347703	7.67855778960325e-11	5.93552517136331e-08
SRR8616106	-0.328701077708451	0.000882295914034215	0.331079602096045
SRR8616107	0.17597844583097	0.242033955342133	1
SRR8616108	-0.595575723199092	7.15405512607958e-12	5.80193870725054e-09
SRR8616109	-0.151588201928531	0.414083492484125	1
SRR8616110	0.413357912648894	9.27373022463485e-06	0.00474814987501304
SRR8616111	0.191293250141804	0.141932942155839	1
SRR8616112	0.456466250709019	1.36601234190792e-06	0.000760868874442711
SRR8616114	0.398184912081679	4.06796492867789e-05	0.0189973962169258
SRR8616115	0.467952353942144	6.62614277113782e-07	0.000385641509280221
SRR8616116	-0.423284174702212	5.05751744062088e-06	0.00263496658656348
SRR8616117	-0.406125921724333	1.43719575567136e-05	0.00721472269347023
SRR8616118	0.147759500850822	0.400745697871543	1
SRR8616119	0.159103800340329	0.315053139426449	1
SRR8616120	-0.381310266591038	5.9147636069512e-05	0.0267938791394889
SRR8616121	0.11046511627907	0.751850917678137	1
SRR8616122	-0.269285309132161	0.0112025125760294	1
SRR8616123	-0.468661372660238	2.50244080790551e-07	0.000152148401120655
SRR8616124	-0.50482132728304	1.70816355504755e-08	1.14788590899195e-05
SRR8616125	0.382586500283608	9.32732461260688e-05	0.0415065945261006
SRR8616126	0.542257515598412	3.98166688508894e-09	2.79513015333244e-06
SRR8616127	0.599829835507657	4.51225723452353e-11	3.51053612845931e-08
SRR8616128	-0.517441860465116	6.53935838812458e-09	4.51215728780596e-06
SRR8616129	-0.185479296653432	0.166048537770541	1
SRR8616130	0.120391378332388	0.654350969962958	1
SRR8616131	0.546369824163358	2.93490343139524e-09	2.07791162942783e-06
SRR8616132	0.654707884288145	4.14113188185183e-13	3.59036134156554e-10
SRR8616133	0.317356778218945	0.00209308080736503	0.743043686614587
SRR8616134	0.464123652864436	8.45005637906127e-07	0.000486723247433929
SRR8616135	0.701928530913216	5.21804821573824e-15	4.81104045491065e-12
SRR8616136	0.706891661939875	3.21964677141295e-15	2.99105185064263e-12
SRR8616137	0.226176971072036	0.0508853123310888	1
SRR8616138	-0.193420306296086	0.134363844413908	1
SRR8616139	-0.397759500850822	2.35479251078363e-05	0.0114442916024085
SRR8616140	-0.677538287010777	1.99840144432528e-15	1.87649895622144e-12
SRR8616141	-0.734685195689166	6.66133814775094e-16	6.60804744256893e-13
SRR8616142	-0.839903573454339	0	0
SRR8616143	0.209018718094158	0.0862790819120444	1
SRR8616144	0.257090187180942	0.0176670779145608	1
SRR8616145	-0.578417470221214	3.55002693908091e-11	2.77257103942219e-08
SRR8616146	0.458026091888826	1.23949417540903e-06	0.000694116738229056
SRR8616147	0.544526375496313	3.3658997811159e-09	2.37632524546783e-06
SRR8616148	0.187748156551333	0.180988636222462	1
SRR8616149	0.232274532047646	0.0417526766598252	1
SRR8616150	-0.469370391378332	2.32969831426288e-07	0.00014187862733861
SRR8616151	0.181934203062961	0.182147906392642	1
SRR8616153	0.245320476460579	0.0268885622033941	1
SRR8616154	0.336358479863868	0.000614712808448159	0.238508569677886
SRR8616155	0.109756097560976	0.757561786998356	1
SRR8616156	0.621100397050482	7.68995978006615e-12	6.22117746207351e-09
SRR8616157	-0.325723199092456	0.00102218634077667	0.378208946087366
SRR8616158	0.59103800340329	9.20888920674656e-11	7.1000535784016e-08
SRR8616159	-0.761769710720363	6.66133814775094e-16	6.60804744256893e-13
SRR8616160	0.448099829835508	2.2876890531931e-06	0.00124221515588385
SRR8616161	-0.268576290414067	0.0115212527163862	1
SRR8616162	-0.138116846284742	0.484549779481864	1
SRR8616163	0.342881452070335	0.000448240169661718	0.177054867016379
SRR8616164	0.375212705615428	0.000136491637837688	0.0589912977443116
SRR8616165	-0.283749290981282	0.00633868054496078	1
SRR8616166	0.266591038003403	0.0124035149752941	1
SRR8616167	0.281480431083381	0.00694969484704266	1
SRR8616168	-0.764038570618264	6.66133814775094e-16	6.60804744256893e-13
SRR8616169	-0.369540555870675	0.000113730030043446	0.049700023128986
SRR8616170	0.562819058423142	8.46644532259688e-10	6.15510574952793e-07
SRR8616171	0.637549631310267	1.87616588931405e-12	1.57222701524518e-09
SRR8616172	0.0995462280204198	0.848681431824214	1
SRR8616173	0.694271128757799	1.08801856413265e-14	9.91184911924847e-12
SRR8616174	-0.508224617129892	1.29249360103501e-08	8.80188142304839e-06
SRR8616175	-0.583380601247873	2.25982565993377e-11	1.79204174832748e-08
SRR8616176	0.166052183777652	0.26845889564264	1
SRR8616177	-0.399602949517867	2.08032669762881e-05	0.01025601061931
SRR8616178	-0.355501985252411	0.000236157352534128	0.0965883571864582
SRR8616179	-0.463272830402723	3.57200158562776e-07	0.000213248494661977
SRR8616180	-0.431650595575723	2.96267977328846e-06	0.00159392171802919
SRR8616181	0.112592172433352	0.731559650964993	1
SRR8616182	-0.849829835507657	6.66133814775094e-16	6.60804744256893e-13
SRR8616183	-0.337918321043676	0.000571736335195694	0.222977170726321
SRR8616184	-0.337492909812819	0.000580967950281064	0.225996532659334
SRR8616185	-0.502977878615995	2.01163724566911e-08	1.33572713112429e-05
SRR8616186	0.632586500283608	2.88280510574168e-12	2.38696262755411e-09
SRR8616187	0.429098128190584	3.45363776732555e-06	0.00184078892998452
SRR8616188	-0.122234826999433	0.688737465565372	1
SRR8616189	-0.535309132161089	1.48524825771545e-09	1.06343775252427e-06
SRR8616190	-0.442711287577992	1.45157305353472e-06	0.000807074617765302
SRR8616191	-0.210578559273965	0.0974600111332801	1
SRR8616192	0.454622802041974	6.46091042666441e-07	0.000376671077874535
SRR8616193	0.116846284741917	0.740949694457076	1
SRR8616194	-0.369115144639818	0.000115164720360994	0.0502118180773934
SRR8616195	-0.605076574021554	2.78110867668602e-12	2.30832020164939e-09
SRR8616196	-0.597844583096994	5.66147129177352e-12	4.61976057408719e-09
SRR8616197	0.660805445263755	8.88178419700125e-15	8.15347789284715e-12
SRR8616198	0.222348269994328	0.0688781515623318	1
SRR8616199	-0.419455473624504	6.38006135811331e-06	0.00330487178350269
SRR8616200	-0.384004537719796	5.13098695117398e-05	0.0234999202363768
SRR8616201	0.495745887691435	1.06827842349944e-07	6.66605736263648e-05
SRR8616202	0.371525808281339	0.000164654582149093	0.0698135428312154
SRR8616203	0.735110606920023	2.22044604925031e-16	2.22266649529956e-13
SRR8616204	0.731281905842314	3.33066907387547e-16	3.31734639757997e-13
SRR8616205	0.519001701644923	2.13982547236924e-08	1.41656446270844e-05
SRR8616206	0.53275666477595	7.9853088585935e-09	5.48590718585373e-06
SRR8616207	-0.177821894498015	0.202114738960566	1
SRR8616208	0.233125354509359	0.0492993470193568	1
SRR8616209	-0.639393079977311	1.59816604394791e-12	1.34725397504809e-09
SRR8616210	0.443136698808849	3.09233507833628e-06	0.00166058393706658
SRR8616211	0.610039705048213	1.72151182198377e-12	1.44434841864438e-09
SRR8616212	-0.64322178105502	1.14375175996884e-12	9.72188995973511e-10
SRR8616213	0.506806579693704	5.01827730481352e-08	3.2267523069951e-05
SRR8616214	0.536159954622802	6.23225815399309e-09	4.30649038440922e-06
SRR8616215	-0.446114577424844	1.14198467027204e-06	0.000645221338703705
SRR8616216	0.317782189449801	0.00205490008437204	0.731544430036445
SRR8616217	0.11287577992059	0.728171944535495	1
SRR8616218	0.187606352807714	0.181644726792045	1
SRR8616219	0.578417470221214	2.5173385598265e-10	1.88548658131005e-07
SRR8616220	0.671440726035167	9.12603326241879e-14	8.07653943724063e-11
SRR8618300	-0.408820192853091	1.22504581577809e-05	0.00618648136967936
SRR8618301	-0.590612592172433	1.13833387160867e-11	9.15220432773367e-09
SRR8618302	0.465541690300624	7.72413911276359e-07	0.000446455240717736
SRR8618303	0.551049347702779	3.90975696262785e-10	2.90103966626987e-07
SRR8618304	-0.552892796369824	3.47736506256524e-10	2.5906369716111e-07
SRR8618305	-0.44540555870675	1.22214424391753e-06	0.000686845065081654
SRR8618306	-0.395065229722065	2.74299866409589e-05	0.0131389636010193
SRR8618307	0.181225184344867	0.213140148181737	1
SRR8618308	-0.141094724900737	0.457553578259644	1
SRR8618309	-0.168604651162791	0.287458569333289	1
SRR8618310	0.520136131593874	5.24179699645799e-09	3.6430489125383e-06
SRR8618311	-0.29977311401021	0.00325777057882826	1
SRR8618312	0.668037436188315	1.24567023362943e-13	1.09618980559389e-10
SRR8618313	0.744611457742484	6.66133814775094e-16	6.60804744256893e-13
SRR8618314	0.512478729438457	3.38434376079277e-08	2.1998234445153e-05
SRR8618315	0.420306296086217	1.18468266907534e-05	0.00599449430552124
SRR8618316	0.588343732274532	1.14349418822712e-10	8.78203536558431e-08
SRR8618317	0.361883153715258	0.000266587646413408	0.108501172090257
SRR8618318	0.6310266591038	3.29714033853179e-12	2.72343791962726e-09
SRR8618319	0.671440726035167	9.12603326241879e-14	8.07653943724063e-11
SRR8615280	0.288428814520703	0.0069077860871517	1
SRR8615292	-0.28885422575156	0.00679316088668236	1
SRR8615293	0.115428247305729	0.703676634529672	1
SRR8615300	0.19540555870675	0.127150792487661	1
SRR8615303	0.296369824163358	0.00503410839514551	1
SRR8615305	-0.114152013613159	0.716035121134355	1
SRR8615314	0.230431083380601	0.0536780302007754	1
SRR8615328	0.743477027793534	1.11022302462516e-16	1.11577413974828e-13
SRR8615331	-0.270419739081112	0.0137135690627823	1
SRR8615332	0.566647759500851	6.30578367299961e-10	4.62844521598171e-07
SRR8615334	0.293959160521838	0.00554667512906748	1
SRR8615344	0.603233125354509	3.4138025739594e-11	2.67300741541021e-08
SRR8615386	0.726318774815655	4.44089209850063e-16	4.41868763800812e-13
SRR8615389	-0.728587634713556	6.66133814775094e-16	6.60804744256893e-13
SRR8615400	0.647050482132728	8.16791079216728e-13	6.99989954888736e-10
SRR8615401	0.496880317640386	3.19499375844856e-08	2.08633092426691e-05
SRR8615414	0.560124787294385	1.8410017954551e-10	1.39547936095497e-07
SRR8615417	0.674134997163925	7.1276318180935e-14	6.35071994992131e-11
SRR8615418	0.752268859897901	0	0
SRR8615424	0.649744753261486	2.87547763377916e-14	2.58792987040124e-11
SRR8615425	-0.283749290981282	0.00633868054496078	1
SRR8615436	-0.292115711854793	0.00449144042120941	1
SRR8615455	-0.272263187748157	0.00996666220886167	1
SRR8615463	0.444271128757799	1.3157310612133e-06	0.000734177932157021
SRR8615468	0.560550198525241	1.00721253559755e-09	7.29221875772623e-07
SRR8615472	0.408820192853091	2.26677144675724e-05	0.0111071800891105
SRR8615478	-0.0988372093023256	0.854070128042196	1
SRR8615496	0.297220646625071	0.00486382608691793	1
SRR8615497	0.481990924560408	9.65301449884493e-08	6.05244009077577e-05
SRR8615509	-0.118831537152581	0.72187836956697	1
SRR8615510	0.266732841747022	0.0122718605396455	1
SRR8615512	0.229580260918888	0.0551286481254132	1
SRR8615517	0.252127056154282	0.0211300592577259	1
SRR8615520	0.196398184912082	0.144372319220145	1
SRR8615522	0.544100964265457	7.24940774077254e-10	5.3065664662455e-07
SRR8615523	0.26091888825865	0.0193432503860221	1
SRR8615527	0.735110606920023	2.22044604925031e-16	2.22266649529956e-13
SRR8615531	0.533891094724901	1.66882918595235e-09	1.19321286795593e-06
SRR8615534	-0.459869540555871	4.59103331351685e-07	0.000272248275491549
SRR8615570	-0.477027793533749	1.37830040491949e-07	8.54546251050081e-05
SRR8615592	0.44540555870675	1.22214424391753e-06	0.000686845065081654
SRR8615595	0.745745887691435	6.66133814775094e-16	6.60804744256893e-13
SRR8615603	-0.125496313102666	0.603804596623613	1
SRR8615605	-0.184344866704481	0.171016791052503	1
SRR8615608	-0.160380034032898	0.305632532976377	1
SRR8615611	0.211429381735678	0.0951054347260446	1
SRR8615613	0.504112308564946	1.85034375599358e-08	1.2378799727597e-05
SRR8615617	0.554027226318775	3.13682635422197e-10	2.34320928660381e-07
SRR8615622	-0.356920022688599	0.000218928789741835	0.089979732583894
SRR8615623	-0.252127056154282	0.0263027643354482	1
SRR8615624	0.274673851389677	0.00910620451377686	1
SRR8615626	0.18079977311401	0.215380127775087	1
SRR8615637	0.55941576857629	1.09828957040037e-09	7.91866780258665e-07
SRR8615638	0.575014180374362	4.89929208313811e-11	3.80674994859831e-08
SRR8615643	0.323028927963698	0.00163418627830547	0.594843805303192
SRR8615653	-0.42597844583097	4.26899238825662e-06	0.00226256596577601
SRR8615677	-0.583380601247873	2.25982565993377e-11	1.79204174832748e-08
SRR8615679	0.49758933635848	2.9892661568276e-08	1.95796933272208e-05
SRR8615680	-0.735819625638117	6.66133814775094e-16	6.60804744256893e-13
SRR8615683	0.26091888825865	0.0193432503860221	1
SRR8615685	0.384429948950652	8.47065631216504e-05	0.0379485402784994
SRR8615689	0.745745887691435	1.11022302462516e-16	1.11577413974828e-13
SRR8615693	0.652013613159387	5.26467758277249e-13	4.54341675393266e-10
SRR8615702	0.704622802041974	4.10782519111308e-15	3.7997383017796e-12
SRR8615705	-0.117129892229155	0.7382402756636	1
SRR8615706	0.207175269427113	0.107369221375163	1
SRR8615716	0.389818491208168	6.37473718653192e-05	0.028750064711259
SRR8615717	0.227736812251843	0.0583877649497176	1
SRR8615720	0.313528077141237	0.00178643501307474	0.646689474733055
SRR8615722	0.631452070334657	3.17867954180429e-12	2.62876798107214e-09
SRR8615724	0.5655133295519	6.88246792890368e-10	5.0448489918864e-07
SRR8615727	-0.524673851389677	3.64861096890934e-09	2.56862212211217e-06
SRR8615729	0.274673851389677	0.0117093511332301	1
SRR8615731	0.62379466817924	6.11888317791909e-12	4.98688979000406e-09
SRR8615732	0.583806012478729	1.64294799986919e-10	1.25356932390019e-07
SRR8615736	0.439733408961997	1.74868345281798e-06	0.000963524582502706
SRR8615742	0.720221213840045	6.66133814775094e-16	6.60804744256893e-13
SRR8615744	0.489648326715825	1.60872065002593e-07	9.87754479115921e-05
SRR8615753	-0.385138967668746	4.80057315894733e-05	0.0220826365311577
SRR8615754	0.219370391378332	0.0753354266478841	1
SRR8615755	-0.431650595575723	6.13213292310899e-06	0.00318257698709357
SRR8615759	0.496880317640386	9.89380462002032e-08	6.19352169213272e-05
SRR8615761	0.719086783891095	9.99200722162641e-16	9.45243883165858e-13
SRR8615774	-0.615002836074872	1.06015196621456e-12	9.02189323248592e-10
SRR8615776	0.304452637549631	0.00264801102591705	0.918859825993217
SRR8615777	-0.286018150879183	0.00577556572614291	1
SRR8615779	0.666903006239365	1.38111744263369e-13	1.21262111463238e-10
SRR8615780	0.687464549064095	2.07611705604904e-14	1.88096205278043e-11
SRR8615785	0.703488372093023	4.55191440096314e-15	4.20596890648994e-12
SRR8615788	0.414917753828701	8.47495995004444e-06	0.00436460437427288
SRR8615794	0.521270561542825	1.82195342146585e-08	1.22070879238212e-05
SRR8615797	0.589478162223483	1.04398933942207e-10	8.03871791354993e-08
SRR8615798	0.458026091888826	1.23949417540903e-06	0.000694116738229056
SRR8615805	-0.385138967668746	4.80057315894733e-05	0.0220826365311577
SRR8615811	0.505246738513897	5.5881480220954e-08	3.58200288216315e-05
SRR8615824	-0.340896199659671	0.000489910792284109	0.192045030575371
SRR8615830	0.647050482132728	8.16791079216728e-13	6.99989954888736e-10
SRR8615831	0.28757799205899	0.00714234310466499	1
SRR8615837	0.538003403289847	5.44566380877853e-09	3.7792906832923e-06
SRR8615850	0.365002836074872	0.000228422252827043	0.0936531236590876
SRR8615852	0.671866137266024	8.78186412478499e-14	7.7807316145595e-11
SRR8615853	-0.0999716392512762	0.844837794992742	1
SRR8615854	-0.477027793533749	1.37830040491949e-07	8.54546251050081e-05
SRR8615858	0.472490073737947	4.95431068059382e-07	0.000293295192291154
SRR8615869	0.543391945547362	7.73631714245937e-10	5.6552478311378e-07
SRR8615873	0.61046511627907	1.87718729449671e-11	1.49236389912488e-08
SRR8615880	0.411514463981849	1.03509877958929e-05	0.0052790037759054
SRR8615894	0.437464549064095	4.3459982491667e-06	0.00229034107731085
SRR8615899	0.615428247305729	1.03439479204326e-12	8.82338757612899e-10
SRR8615900	0.193136698808849	0.135204875725272	1
SRR8615905	0.258224617129892	0.0212773887589113	1
SRR8615914	-0.113159387407828	0.72526347390269	1
SRR8615917	-0.846001134429949	6.66133814775094e-16	6.60804744256893e-13
SRR8615926	0.408394781622235	2.32110633261451e-05	0.0113037878398327
SRR8615935	-0.57884288145207	3.40178996083296e-11	2.66700332929304e-08
SRR8615977	0.311684628474192	0.00192859096795961	0.69043556652954
SRR8615980	0.504112308564946	1.85034375599358e-08	1.2378799727597e-05
SRR8616009	0.711854792966534	1.99840144432528e-15	1.87649895622144e-12
SRR8616076	-0.560550198525241	1.7522294726291e-10	1.33169439919811e-07
SRR8616078	0.539563244469654	4.85639151115436e-09	3.38004849176343e-06
SRR8616084	0.29977311401021	0.00438417028322413	1
SRR8615874	-0.14804310833806	0.399053381299672	1
SRR8615224	0.28275666477595	0.00861407218425081	1
SRR8615245	0.533040272263188	7.82253251063736e-09	5.3819023673185e-06
SRR8615259	0.583380601247873	1.69948277672916e-10	1.29500587586762e-07
SRR8615289	-0.463698241633579	3.53934330510342e-07	0.000211652729645184
SRR8615308	-0.797220646625071	6.66133814775094e-16	6.60804744256893e-13
SRR8615315	0.289563244469654	0.00499691173818295	1
SRR8615351	0.114293817356778	0.765063090809045	1
SRR8615361	0.27665910380034	0.0108678769208073	1
SRR8615364	0.568916619398752	5.29054355880021e-10	3.89384005927695e-07
SRR8615365	0.372943845717527	0.000153226987881672	0.0654277802816505
SRR8615372	0.259075439591605	0.0206487883627718	1
SRR8615380	0.243335224049915	0.0287651083435159	1
SRR8615383	0.542966534316506	8.03659916392974e-10	5.85064419134085e-07
SRR8615406	0.546795235394214	2.84336609812641e-09	2.01594656357162e-06
SRR8615413	0.477736812251844	3.52740829323572e-07	0.00021129175676482
SRR8615421	0.79495178672717	0	0
SRR8615427	-0.29608621667612	0.00378112957295307	1
SRR8615444	0.673000567214974	7.91589016557737e-14	7.02139457686712e-11
SRR8615449	-0.262762336925695	0.0143192794029755	1
SRR8615451	-0.63712422007941	1.11466391672366e-13	9.82018910633542e-11
SRR8615482	0.136415201361316	0.55030274247236	1
SRR8615491	0.695830969937606	9.43689570931383e-15	8.64419646973147e-12
SRR8615502	0.655842314237096	1.50990331349021e-14	1.3725021119626e-11
SRR8615504	-0.416477595008508	7.63325976893547e-06	0.0039387620407707
SRR8615548	0.588769143505389	1.10513709294935e-10	8.49850424478049e-08
SRR8615578	-0.531905842314237	2.00922845028373e-09	1.42856142815173e-06
SRR8615694	0.256664775950085	0.0224741841105655	1
SRR8615697	0.540697674418605	4.46735826109546e-09	3.11374870798353e-06
SRR8615701	0.125921724333522	0.652497963248833	1
SRR8615741	0.14194554736245	0.450736783396999	1
SRR8615782	0.749574588769144	0	0
